,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
2132,2017,19.2317708333,NV.IND.TOTL.ZS,PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Not classified
2133,2018,19.2841256774,NV.IND.TOTL.ZS,PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Not classified
2134,2019,18.4328946216,NV.IND.TOTL.ZS,PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Not classified
2135,2020,17.028399982,NV.IND.TOTL.ZS,PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Not classified
2136,2016,46.6631961534,NV.IND.TOTL.ZS,YEM,"Yemen, Rep.",Middle East & North Africa,Low income,IDA
2137,2017,42.2184127523,NV.IND.TOTL.ZS,YEM,"Yemen, Rep.",Middle East & North Africa,Low income,IDA
2138,2018,35.6106785038,NV.IND.TOTL.ZS,YEM,"Yemen, Rep.",Middle East & North Africa,Low income,IDA
2139,2019,35.6106785036,NV.IND.TOTL.ZS,YEM,"Yemen, Rep.",Middle East & North Africa,Low income,IDA
2140,2020,35.6106785036,NV.IND.TOTL.ZS,YEM,"Yemen, Rep.",Middle East & North Africa,Low income,IDA
2141,2016,34.8771666096,NV.IND.TOTL.ZS,ZMB,Zambia,Sub-Saharan Africa ,Low income,IDA
2142,2017,37.3040449215,NV.IND.TOTL.ZS,ZMB,Zambia,Sub-Saharan Africa ,Low income,IDA
2143,2018,34.4853215849,NV.IND.TOTL.ZS,ZMB,Zambia,Sub-Saharan Africa ,Low income,IDA
2144,2019,34.9419812171,NV.IND.TOTL.ZS,ZMB,Zambia,Sub-Saharan Africa ,Low income,IDA
2145,2020,40.2578989775,NV.IND.TOTL.ZS,ZMB,Zambia,Sub-Saharan Africa ,Low income,IDA
2146,2021,46.6518528957,NV.IND.TOTL.ZS,ZMB,Zambia,Sub-Saharan Africa ,Low income,IDA
2147,2016,22.1150590704,NV.IND.TOTL.ZS,ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,Blend
2148,2017,21.4049989233,NV.IND.TOTL.ZS,ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,Blend
2149,2018,21.138421876,NV.IND.TOTL.ZS,ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,Blend
2150,2019,34.6914522933,NV.IND.TOTL.ZS,ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,Blend
2151,2020,35.8171449577,NV.IND.TOTL.ZS,ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,Blend
2152,2016,74.8098628232,NE.TRD.GNFS.ZS,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD
2153,2017,78.1942739957,NE.TRD.GNFS.ZS,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD
2154,2018,76.808118133,NE.TRD.GNFS.ZS,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD
2155,2019,76.27919462,NE.TRD.GNFS.ZS,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD
2156,2020,59.9517494832,NE.TRD.GNFS.ZS,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD
2157,2021,74.5182920808,NE.TRD.GNFS.ZS,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD
2158,2016,55.9256678772,NE.TRD.GNFS.ZS,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
2159,2017,55.3214030215,NE.TRD.GNFS.ZS,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
2160,2018,58.0654917708,NE.TRD.GNFS.ZS,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
2161,2019,51.8417147057,NE.TRD.GNFS.ZS,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
2162,2020,45.8419913184,NE.TRD.GNFS.ZS,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
2163,2021,50.2533874921,NE.TRD.GNFS.ZS,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
2164,2016,159.1654247392,NE.TRD.GNFS.ZS,ASM,American Samoa,East Asia & Pacific,Upper middle income,Not classified
2165,2017,161.4379084967,NE.TRD.GNFS.ZS,ASM,American Samoa,East Asia & Pacific,Upper middle income,Not classified
2166,2018,171.8309859155,NE.TRD.GNFS.ZS,ASM,American Samoa,East Asia & Pacific,Upper middle income,Not classified
2167,2019,156.3271604938,NE.TRD.GNFS.ZS,ASM,American Samoa,East Asia & Pacific,Upper middle income,Not classified
2168,2020,151.904090268,NE.TRD.GNFS.ZS,ASM,American Samoa,East Asia & Pacific,Upper middle income,Not classified
2169,2016,53.3701580676,NE.TRD.GNFS.ZS,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
2170,2017,52.2568222278,NE.TRD.GNFS.ZS,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
2171,2018,66.3780133263,NE.TRD.GNFS.ZS,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
2172,2019,57.8295381183,NE.TRD.GNFS.ZS,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
2173,2020,56.8589412538,NE.TRD.GNFS.ZS,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
2174,2021,52.9221383868,NE.TRD.GNFS.ZS,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
2175,2016,136.8729342731,NE.TRD.GNFS.ZS,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
2176,2017,133.8708679615,NE.TRD.GNFS.ZS,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
2177,2018,135.064152858,NE.TRD.GNFS.ZS,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
2178,2019,139.4101647375,NE.TRD.GNFS.ZS,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
2179,2020,91.5251421714,NE.TRD.GNFS.ZS,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
2180,2016,26.0938878489,NE.TRD.GNFS.ZS,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
2181,2017,25.2896011377,NE.TRD.GNFS.ZS,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
2182,2018,30.762535955,NE.TRD.GNFS.ZS,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
2183,2019,32.2144471852,NE.TRD.GNFS.ZS,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
2184,2020,30.1481415563,NE.TRD.GNFS.ZS,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
2185,2021,33.429204303,NE.TRD.GNFS.ZS,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
2186,2016,76.0779674594,NE.TRD.GNFS.ZS,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
2187,2017,87.2023765398,NE.TRD.GNFS.ZS,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
2188,2018,92.4731070212,NE.TRD.GNFS.ZS,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
2189,2019,96.1141541289,NE.TRD.GNFS.ZS,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
2190,2020,69.490996769,NE.TRD.GNFS.ZS,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
2191,2021,78.0107018216,NE.TRD.GNFS.ZS,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
2192,2016,142.2392810335,NE.TRD.GNFS.ZS,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
2193,2017,143.8121047877,NE.TRD.GNFS.ZS,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
2194,2018,148.429867411,NE.TRD.GNFS.ZS,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
2195,2019,149.2320675105,NE.TRD.GNFS.ZS,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
2196,2020,129.2682926829,NE.TRD.GNFS.ZS,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
2197,2016,40.8177619705,NE.TRD.GNFS.ZS,AUS,Australia,East Asia & Pacific,High income,Not classified
2198,2017,41.939756064,NE.TRD.GNFS.ZS,AUS,Australia,East Asia & Pacific,High income,Not classified
2199,2018,43.3822260663,NE.TRD.GNFS.ZS,AUS,Australia,East Asia & Pacific,High income,Not classified
2200,2019,45.8450397384,NE.TRD.GNFS.ZS,AUS,Australia,East Asia & Pacific,High income,Not classified
2201,2020,44.0395261466,NE.TRD.GNFS.ZS,AUS,Australia,East Asia & Pacific,High income,Not classified
2202,2021,40.0169810499,NE.TRD.GNFS.ZS,AUS,Australia,East Asia & Pacific,High income,Not classified
2203,2016,100.9820782787,NE.TRD.GNFS.ZS,AUT,Austria,Europe & Central Asia,High income,Not classified
2204,2017,104.9388449327,NE.TRD.GNFS.ZS,AUT,Austria,Europe & Central Asia,High income,Not classified
2205,2018,107.8816767873,NE.TRD.GNFS.ZS,AUT,Austria,Europe & Central Asia,High income,Not classified
2206,2019,107.4782273048,NE.TRD.GNFS.ZS,AUT,Austria,Europe & Central Asia,High income,Not classified
2207,2020,99.9989428467,NE.TRD.GNFS.ZS,AUT,Austria,Europe & Central Asia,High income,Not classified
2208,2021,110.9931855937,NE.TRD.GNFS.ZS,AUT,Austria,Europe & Central Asia,High income,Not classified
2209,2016,90.0773187346,NE.TRD.GNFS.ZS,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
2210,2017,90.4023156823,NE.TRD.GNFS.ZS,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
2211,2018,91.672576537,NE.TRD.GNFS.ZS,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
2212,2019,85.8181454085,NE.TRD.GNFS.ZS,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
2213,2020,72.0178676488,NE.TRD.GNFS.ZS,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
2214,2021,76.5707098065,NE.TRD.GNFS.ZS,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
2215,2016,70.3876768121,NE.TRD.GNFS.ZS,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
2216,2017,71.7574609957,NE.TRD.GNFS.ZS,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
2217,2018,75.6620517725,NE.TRD.GNFS.ZS,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
2218,2019,71.9202898551,NE.TRD.GNFS.ZS,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
2219,2020,59.4566730244,NE.TRD.GNFS.ZS,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
2220,2021,69.6277858073,NE.TRD.GNFS.ZS,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
2221,2016,139.620555512,NE.TRD.GNFS.ZS,BHR,Bahrain,Middle East & North Africa,High income,Not classified
2222,2017,143.0866672565,NE.TRD.GNFS.ZS,BHR,Bahrain,Middle East & North Africa,High income,Not classified
2223,2018,150.8060545589,NE.TRD.GNFS.ZS,BHR,Bahrain,Middle East & North Africa,High income,Not classified
2224,2019,141.7008349645,NE.TRD.GNFS.ZS,BHR,Bahrain,Middle East & North Africa,High income,Not classified
2225,2020,139.8079396921,NE.TRD.GNFS.ZS,BHR,Bahrain,Middle East & North Africa,High income,Not classified
2226,2016,31.3341501346,NE.TRD.GNFS.ZS,BGD,Bangladesh,South Asia,Lower middle income,IDA
2227,2017,29.9997306724,NE.TRD.GNFS.ZS,BGD,Bangladesh,South Asia,Lower middle income,IDA
2228,2018,32.5146317241,NE.TRD.GNFS.ZS,BGD,Bangladesh,South Asia,Lower middle income,IDA
2229,2019,31.5780544912,NE.TRD.GNFS.ZS,BGD,Bangladesh,South Asia,Lower middle income,IDA
2230,2020,26.2714465476,NE.TRD.GNFS.ZS,BGD,Bangladesh,South Asia,Lower middle income,IDA
2231,2021,27.7240047037,NE.TRD.GNFS.ZS,BGD,Bangladesh,South Asia,Lower middle income,IDA
2232,2016,78.6457705868,NE.TRD.GNFS.ZS,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
2233,2017,76.4464625371,NE.TRD.GNFS.ZS,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
2234,2018,75.463289627,NE.TRD.GNFS.ZS,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
2235,2019,74.7345448566,NE.TRD.GNFS.ZS,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
2236,2020,66.2854796637,NE.TRD.GNFS.ZS,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
2237,2016,125.2093228997,NE.TRD.GNFS.ZS,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
2238,2017,133.367754723,NE.TRD.GNFS.ZS,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
2239,2018,139.3937362502,NE.TRD.GNFS.ZS,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
2240,2019,130.8504061022,NE.TRD.GNFS.ZS,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
2241,2020,118.93388369030001,NE.TRD.GNFS.ZS,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
2242,2021,138.7385722454,NE.TRD.GNFS.ZS,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
2243,2016,157.6650259844,NE.TRD.GNFS.ZS,BEL,Belgium,Europe & Central Asia,High income,Not classified
2244,2017,165.3258363497,NE.TRD.GNFS.ZS,BEL,Belgium,Europe & Central Asia,High income,Not classified
2245,2018,166.2906546673,NE.TRD.GNFS.ZS,BEL,Belgium,Europe & Central Asia,High income,Not classified
2246,2019,163.6930831014,NE.TRD.GNFS.ZS,BEL,Belgium,Europe & Central Asia,High income,Not classified
2247,2020,158.6774505371,NE.TRD.GNFS.ZS,BEL,Belgium,Europe & Central Asia,High income,Not classified
2248,2021,169.3658365967,NE.TRD.GNFS.ZS,BEL,Belgium,Europe & Central Asia,High income,Not classified
2249,2016,112.8258307035,NE.TRD.GNFS.ZS,BLZ,Belize,Latin America & Caribbean ,Upper middle income,IBRD
2250,2017,112.9000186526,NE.TRD.GNFS.ZS,BLZ,Belize,Latin America & Caribbean ,Upper middle income,IBRD
2251,2018,114.7146966629,NE.TRD.GNFS.ZS,BLZ,Belize,Latin America & Caribbean ,Upper middle income,IBRD
2252,2019,119.2442986294,NE.TRD.GNFS.ZS,BLZ,Belize,Latin America & Caribbean ,Upper middle income,IBRD
2253,2020,99.0835406092,NE.TRD.GNFS.ZS,BLZ,Belize,Latin America & Caribbean ,Upper middle income,IBRD
2254,2021,105.306163354,NE.TRD.GNFS.ZS,BLZ,Belize,Latin America & Caribbean ,Upper middle income,IBRD
2255,2016,58.9869283378,NE.TRD.GNFS.ZS,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
2256,2017,61.4765969588,NE.TRD.GNFS.ZS,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
2257,2018,61.7951944903,NE.TRD.GNFS.ZS,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
2258,2019,63.6813323142,NE.TRD.GNFS.ZS,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
2259,2020,44.8332333769,NE.TRD.GNFS.ZS,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
2260,2016,72.7499093829,NE.TRD.GNFS.ZS,BMU,Bermuda,North America,High income,Not classified
2261,2017,72.3924284504,NE.TRD.GNFS.ZS,BMU,Bermuda,North America,High income,Not classified
2262,2018,77.3342345263,NE.TRD.GNFS.ZS,BMU,Bermuda,North America,High income,Not classified
2263,2019,76.4659495263,NE.TRD.GNFS.ZS,BMU,Bermuda,North America,High income,Not classified
2264,2020,71.6631098708,NE.TRD.GNFS.ZS,BMU,Bermuda,North America,High income,Not classified
2265,2021,73.2519877417,NE.TRD.GNFS.ZS,BMU,Bermuda,North America,High income,Not classified
2266,2016,83.4088850323,NE.TRD.GNFS.ZS,BTN,Bhutan,South Asia,Lower middle income,IDA
2267,2017,81.2067393683,NE.TRD.GNFS.ZS,BTN,Bhutan,South Asia,Lower middle income,IDA
2268,2018,84.1870116267,NE.TRD.GNFS.ZS,BTN,Bhutan,South Asia,Lower middle income,IDA
2269,2019,82.1286054789,NE.TRD.GNFS.ZS,BTN,Bhutan,South Asia,Lower middle income,IDA
2270,2020,76.2407041127,NE.TRD.GNFS.ZS,BTN,Bhutan,South Asia,Lower middle income,IDA
2271,2016,56.4010345027,NE.TRD.GNFS.ZS,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
2272,2017,56.7046527567,NE.TRD.GNFS.ZS,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
2273,2018,57.109964612,NE.TRD.GNFS.ZS,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
2274,2019,56.3973067281,NE.TRD.GNFS.ZS,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
2275,2020,45.5032626167,NE.TRD.GNFS.ZS,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
2276,2021,59.0183338718,NE.TRD.GNFS.ZS,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
2277,2016,89.3082486232,NE.TRD.GNFS.ZS,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
2278,2017,97.9595638753,NE.TRD.GNFS.ZS,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
2279,2018,99.896892116,NE.TRD.GNFS.ZS,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
2280,2019,95.7944258062,NE.TRD.GNFS.ZS,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
2281,2020,83.0058736897,NE.TRD.GNFS.ZS,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
2282,2021,101.2762913519,NE.TRD.GNFS.ZS,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
2283,2016,100.4646687532,NE.TRD.GNFS.ZS,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
2284,2017,82.0092687425,NE.TRD.GNFS.ZS,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
2285,2018,88.0634318561,NE.TRD.GNFS.ZS,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
2286,2019,83.2419254515,NE.TRD.GNFS.ZS,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
2287,2020,77.8206977355,NE.TRD.GNFS.ZS,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
2288,2016,24.5336820806,NE.TRD.GNFS.ZS,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
2289,2017,24.3197343744,NE.TRD.GNFS.ZS,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
2290,2018,28.8762033736,NE.TRD.GNFS.ZS,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
2291,2019,28.8902578695,NE.TRD.GNFS.ZS,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
2292,2020,32.8904521047,NE.TRD.GNFS.ZS,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
2293,2021,39.1761221482,NE.TRD.GNFS.ZS,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
2294,2016,87.3182670815,NE.TRD.GNFS.ZS,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
2295,2017,85.1767490461,NE.TRD.GNFS.ZS,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
2296,2018,93.8963198732,NE.TRD.GNFS.ZS,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
2297,2019,108.509658358,NE.TRD.GNFS.ZS,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
2298,2020,110.2910036549,NE.TRD.GNFS.ZS,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
2299,2021,147.1231126632,NE.TRD.GNFS.ZS,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
2300,2016,122.8338241807,NE.TRD.GNFS.ZS,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
2301,2017,129.6765970148,NE.TRD.GNFS.ZS,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
2302,2018,128.8518814275,NE.TRD.GNFS.ZS,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
2303,2019,124.6404301127,NE.TRD.GNFS.ZS,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
2304,2020,109.1775275034,NE.TRD.GNFS.ZS,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
2305,2021,124.9879717984,NE.TRD.GNFS.ZS,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
2306,2016,57.8931727994,NE.TRD.GNFS.ZS,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
2307,2017,59.268780202,NE.TRD.GNFS.ZS,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
2308,2018,60.5956256236,NE.TRD.GNFS.ZS,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
2309,2019,58.6641672388,NE.TRD.GNFS.ZS,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
2310,2016,23.043725257,NE.TRD.GNFS.ZS,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
2311,2017,22.2402931012,NE.TRD.GNFS.ZS,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
2312,2018,26.5997024648,NE.TRD.GNFS.ZS,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
2313,2019,29.0262062336,NE.TRD.GNFS.ZS,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
2314,2020,26.7733335598,NE.TRD.GNFS.ZS,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
2315,2021,28.8186603999,NE.TRD.GNFS.ZS,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
2316,2016,104.1918617279,NE.TRD.GNFS.ZS,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
2317,2017,113.3031665065,NE.TRD.GNFS.ZS,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
2318,2018,116.9510671749,NE.TRD.GNFS.ZS,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
2319,2019,115.9071555904,NE.TRD.GNFS.ZS,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
2320,2020,84.692736565,NE.TRD.GNFS.ZS,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
2321,2021,82.6262074579,NE.TRD.GNFS.ZS,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
2322,2016,126.950028976,NE.TRD.GNFS.ZS,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
2323,2017,124.7877735483,NE.TRD.GNFS.ZS,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
2324,2018,124.8986128325,NE.TRD.GNFS.ZS,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
2325,2019,123.5565237683,NE.TRD.GNFS.ZS,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
2326,2020,123.503008858,NE.TRD.GNFS.ZS,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
2327,2021,132.2139058018,NE.TRD.GNFS.ZS,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
2328,2016,40.6386315268,NE.TRD.GNFS.ZS,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
2329,2017,39.1990216053,NE.TRD.GNFS.ZS,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
2330,2018,40.587602877,NE.TRD.GNFS.ZS,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
2331,2019,43.378513248,NE.TRD.GNFS.ZS,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
2332,2020,33.261171219,NE.TRD.GNFS.ZS,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
2333,2021,37.3898796948,NE.TRD.GNFS.ZS,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
2334,2016,65.3636845216,NE.TRD.GNFS.ZS,CAN,Canada,North America,High income,Not classified
2335,2017,65.1010608505,NE.TRD.GNFS.ZS,CAN,Canada,North America,High income,Not classified
2336,2018,66.4477168386,NE.TRD.GNFS.ZS,CAN,Canada,North America,High income,Not classified
2337,2019,65.4123620794,NE.TRD.GNFS.ZS,CAN,Canada,North America,High income,Not classified
2338,2020,60.7825304382,NE.TRD.GNFS.ZS,CAN,Canada,North America,High income,Not classified
2339,2021,61.2256777383,NE.TRD.GNFS.ZS,CAN,Canada,North America,High income,Not classified
2340,2017,117.4365839587,NE.TRD.GNFS.ZS,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified
2341,2018,117.1171221403,NE.TRD.GNFS.ZS,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified
2342,2019,114.8099716117,NE.TRD.GNFS.ZS,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified
2343,2020,106.3485486458,NE.TRD.GNFS.ZS,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified
2344,2016,50.5306440219,NE.TRD.GNFS.ZS,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
2345,2017,57.1435457117,NE.TRD.GNFS.ZS,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
2346,2018,49.6602000024,NE.TRD.GNFS.ZS,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
2347,2019,50.0658000015,NE.TRD.GNFS.ZS,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
2348,2020,49.5210200012,NE.TRD.GNFS.ZS,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
2349,2021,44.6855300014,NE.TRD.GNFS.ZS,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
2350,2016,63.2969251337,NE.TRD.GNFS.ZS,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
2351,2017,73.5750081822,NE.TRD.GNFS.ZS,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
2352,2018,74.2047537322,NE.TRD.GNFS.ZS,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
2353,2019,74.5705255559,NE.TRD.GNFS.ZS,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
2354,2020,68.7303601415,NE.TRD.GNFS.ZS,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
2355,2021,82.984776867,NE.TRD.GNFS.ZS,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
2356,2016,56.0578610877,NE.TRD.GNFS.ZS,CHL,Chile,Latin America & Caribbean ,High income,IBRD
2357,2017,56.0261589676,NE.TRD.GNFS.ZS,CHL,Chile,Latin America & Caribbean ,High income,IBRD
2358,2018,58.1770506335,NE.TRD.GNFS.ZS,CHL,Chile,Latin America & Caribbean ,High income,IBRD
2359,2019,57.5279738496,NE.TRD.GNFS.ZS,CHL,Chile,Latin America & Caribbean ,High income,IBRD
2360,2020,58.5041598225,NE.TRD.GNFS.ZS,CHL,Chile,Latin America & Caribbean ,High income,IBRD
2361,2021,64.4322387506,NE.TRD.GNFS.ZS,CHL,Chile,Latin America & Caribbean ,High income,IBRD
2362,2016,36.8944150171,NE.TRD.GNFS.ZS,CHN,China,East Asia & Pacific,Upper middle income,IBRD
2363,2017,37.6324132404,NE.TRD.GNFS.ZS,CHN,China,East Asia & Pacific,Upper middle income,IBRD
2364,2018,37.5657841021,NE.TRD.GNFS.ZS,CHN,China,East Asia & Pacific,Upper middle income,IBRD
